N1,N2,T_split,MigRate,Fst,dxy,segsites1,segsites2,pi1,pi2,tajima1,tajima2
150000,5000,9513,0,0.21125827891602034,0.1011572799999984,0.4052,0.0705,0.09688359183673224,0.03485869387755121,0.2601254666911293,4.434979812310423
150000,5000,8146,0,0.18413765573298768,0.09770623999999867,0.3843,0.0844,0.09673453061224242,0.03790326530612202,0.46718936332358074,3.695970037004202
150000,5000,7665,0,0.09393319764904484,0.09463807999999875,0.3658,0.1648,0.0927658775510183,0.06400497959183721,0.4980447871478782,2.707408304117992
150000,5000,8450,0,0.13348127043854963,0.09629575999999891,0.3908,0.1541,0.0946671836734674,0.05256432653061248,0.31163977496228,1.9320337233916438
150000,5000,7605,0,0.15437310419752326,0.09909823999999856,0.3815,0.1026,0.09523493877550801,0.04995232653061209,0.43299041757756945,4.317071733193807
150000,5000,9056,0,0.16374132733264213,0.09933039999999844,0.3925,0.1068,0.09518342857142602,0.047573224489796714,0.31600854539508927,3.6391541451892095
150000,5000,4352,0,0.1397971152107833,0.10489895999999849,0.4286,0.2046,0.10083004081632414,0.05750408163265267,0.19699754930610794,0.9480868154669104
150000,5000,6203,0,0.23881629915634506,0.09462751999999801,0.4135,0.1415,0.09763420408162989,0.018652489795918187,0.2111448204754021,-1.4986762740297004
150000,5000,10537,0,0.14644596093639128,0.10444599999999793,0.4048,0.1185,0.10046008163265034,0.05506457142857189,0.40903357172301497,3.9554161823881557
150000,5000,8408,0,0.16225183770348195,0.0990249599999987,0.3859,0.1558,0.09503648979591604,0.04771738775510344,0.37783335681270047,1.361036299031341
150000,5000,8942,0,0.10627602268383451,0.09767215999999837,0.3956,0.166,0.09672489795918125,0.06108734693877553,0.3487778580361632,2.3732305797504534
150000,5000,4579,0,0.07213305958535665,0.1059515199999987,0.4339,0.2154,0.1043585306122424,0.0790308571428563,0.28332151803710454,2.3563510790368727
150000,5000,9221,0,0.350519681817826,0.09808399999999809,0.3967,0.0003,0.09431991836734473,1.9510204081632654e-05,0.23813603650392093,-1.4643342397994192
150000,5000,7649,0,0.09698141887803446,0.10037791999999864,0.395,0.162,0.09458408163265054,0.07067510204081676,0.26590959580924944,3.492436329424319
150000,5000,6709,0,0.13853327516704272,0.09698999999999841,0.3926,0.1561,0.0935946122448957,0.053179591836734486,0.24856625711564875,1.9250544693361706
150000,5000,7177,0,0.12316864736701605,0.09708983999999912,0.3897,0.1524,0.09415763265305871,0.057433877551020134,0.3013999825281756,2.518175446627948
150000,5000,7463,0,0.14666264406652807,0.10030215999999828,0.4028,0.1481,0.0951537142857117,0.05413444897959246,0.21301331955161373,2.3321904547912586
150000,5000,6842,0,0.12231282115080189,0.09918343999999914,0.3919,0.1777,0.0949310204081609,0.06019869387755167,0.31153047838908593,1.8942060001785448
150000,5000,7199,0,0.16791386179581858,0.10366751999999806,0.4216,0.0962,0.09917518367346669,0.04854171428571455,0.19668063138933514,4.606421111934792
150000,5000,4952,0,0.13957200025740035,0.10433151999999825,0.4379,0.2104,0.10201502040816035,0.05553493877551006,0.15940446223814678,0.667525864799393
150000,5000,6934,0,0.09313128418130334,0.09981959999999843,0.4182,0.1812,0.09838889795918049,0.06723306122448998,0.19720987534845053,2.4235888217244974
150000,5000,11193,0,0.2939791678362772,0.09772631999999887,0.379,0.0333,0.09306963265305937,0.013573224489795963,0.3662390624407665,2.99960574271649
150000,5000,7953,0,0.21026079435483103,0.09386455999999849,0.3916,0.0655,0.09294922448979402,0.02955085714285731,0.23150602300114673,3.725726867764075
150000,5000,9913,0,0.1853695144629236,0.10576551999999927,0.3838,0.1625,0.0990894693877531,0.046282612244899164,0.5732872224916673,1.0093476427906134
